chapter,verse,arabic_original,arabic_clean,arabic_normalized,tokens
17,23,۞وَقَضَىٰ رَبُّكَ أَلَّا تَعۡبُدُوٓاْ إِلَّآ إِيَّاهُ وَبِٱلۡوَٰلِدَيۡنِ إِحۡسَٰنًاۚ إِمَّا يَبۡلُغَنَّ عِندَكَ ٱلۡكِبَرَ أَحَدُهُمَآ أَوۡ كِلَاهُمَا فَلَا تَقُل لَّهُمَآ أُفّٖ وَلَا تَنۡهَرۡهُمَا وَقُل لَّهُمَا قَوۡلٗا كَرِيمٗا,وقضي ربك الا تعبدوا الا اياه وبالولدين احسنا اما يبلغن عندك الكبر احدهما او كلاهما فلا تقل لهما اف ولا تنهرهما وقل لهما قولا كريما,وقضي ربك الا تعبدوا الا اياه وبالولدين احسنا اما يبلغن عندك الكبر احدهما او كلاهما فلا تقل لهما اف ولا تنهرهما وقل لهما قولا كريما,وقضي ربك الا تعبدوا الا اياه وبالولدين احسنا اما يبلغن عندك الكبر احدهما او كلاهما فلا تقل لهما اف ولا تنهرهما وقل لهما قولا كريما
17,24,وَٱخۡفِضۡ لَهُمَا جَنَاحَ ٱلذُّلِّ مِنَ ٱلرَّحۡمَةِ وَقُل رَّبِّ ٱرۡحَمۡهُمَا كَمَا رَبَّيَانِي صَغِيرٗا,واخفض لهما جناح الذل من الرحمة وقل رب ارحمهما كما ربياني صغيرا,واخفض لهما جناح الذل من الرحمة وقل رب ارحمهما كما ربياني صغيرا,واخفض لهما جناح الذل من الرحمة وقل رب ارحمهما كما ربياني صغيرا
17,25,رَّبُّكُمۡ أَعۡلَمُ بِمَا فِي نُفُوسِكُمۡۚ إِن تَكُونُواْ صَٰلِحِينَ فَإِنَّهُۥ كَانَ لِلۡأَوَّـٰبِينَ غَفُورٗا,ربكم اعلم بما في نفوسكم ان تكونوا صلحين فانه كان للاوبين غفورا,ربكم اعلم بما في نفوسكم ان تكونوا صلحين فانه كان للاوبين غفورا,ربكم اعلم بما في نفوسكم ان تكونوا صلحين فانه كان للاوبين غفورا
17,26,وَءَاتِ ذَا ٱلۡقُرۡبَىٰ حَقَّهُۥ وَٱلۡمِسۡكِينَ وَٱبۡنَ ٱلسَّبِيلِ وَلَا تُبَذِّرۡ تَبۡذِيرًا,وءات ذا القربي حقه والمسكين وابن السبيل ولا تبذر تبذيرا,وءات ذا القربي حقه والمسكين وابن السبيل ولا تبذر تبذيرا,وءات ذا القربي حقه والمسكين وابن السبيل ولا تبذر تبذيرا
17,27,إِنَّ ٱلۡمُبَذِّرِينَ كَانُوٓاْ إِخۡوَٰنَ ٱلشَّيَٰطِينِۖ وَكَانَ ٱلشَّيۡطَٰنُ لِرَبِّهِۦ كَفُورٗا,ان المبذرين كانوا اخون الشيطين وكان الشيطن لربه كفورا,ان المبذرين كانوا اخون الشيطين وكان الشيطن لربه كفورا,ان المبذرين كانوا اخون الشيطين وكان الشيطن لربه كفورا
17,28,وَإِمَّا تُعۡرِضَنَّ عَنۡهُمُ ٱبۡتِغَآءَ رَحۡمَةٖ مِّن رَّبِّكَ تَرۡجُوهَا فَقُل لَّهُمۡ قَوۡلٗا مَّيۡسُورٗا,واما تعرضن عنهم ابتغاء رحمة من ربك ترجوها فقل لهم قولا ميسورا,واما تعرضن عنهم ابتغاء رحمة من ربك ترجوها فقل لهم قولا ميسورا,واما تعرضن عنهم ابتغاء رحمة من ربك ترجوها فقل لهم قولا ميسورا
17,29,وَلَا تَجۡعَلۡ يَدَكَ مَغۡلُولَةً إِلَىٰ عُنُقِكَ وَلَا تَبۡسُطۡهَا كُلَّ ٱلۡبَسۡطِ فَتَقۡعُدَ مَلُومٗا مَّحۡسُورًا,ولا تجعل يدك مغلولة الي عنقك ولا تبسطها كل البسط فتقعد ملوما محسورا,ولا تجعل يدك مغلولة الي عنقك ولا تبسطها كل البسط فتقعد ملوما محسورا,ولا تجعل يدك مغلولة الي عنقك ولا تبسطها كل البسط فتقعد ملوما محسورا
17,30,إِنَّ رَبَّكَ يَبۡسُطُ ٱلرِّزۡقَ لِمَن يَشَآءُ وَيَقۡدِرُۚ إِنَّهُۥ كَانَ بِعِبَادِهِۦ خَبِيرَۢا بَصِيرٗا,ان ربك يبسط الرزق لمن يشاء ويقدر انه كان بعباده خبيرا بصيرا,ان ربك يبسط الرزق لمن يشاء ويقدر انه كان بعباده خبيرا بصيرا,ان ربك يبسط الرزق لمن يشاء ويقدر انه كان بعباده خبيرا بصيرا
17,31,وَلَا تَقۡتُلُوٓاْ أَوۡلَٰدَكُمۡ خَشۡيَةَ إِمۡلَٰقٖۖ نَّحۡنُ نَرۡزُقُهُمۡ وَإِيَّاكُمۡۚ إِنَّ قَتۡلَهُمۡ كَانَ خِطۡـٔٗا كَبِيرٗا,ولا تقتلوا اولدكم خشية املق نحن نرزقهم واياكم ان قتلهم كان خطا كبيرا,ولا تقتلوا اولدكم خشية املق نحن نرزقهم واياكم ان قتلهم كان خطا كبيرا,ولا تقتلوا اولدكم خشية املق نحن نرزقهم واياكم ان قتلهم كان خطا كبيرا
17,32,وَلَا تَقۡرَبُواْ ٱلزِّنَىٰٓۖ إِنَّهُۥ كَانَ فَٰحِشَةٗ وَسَآءَ سَبِيلٗا,ولا تقربوا الزني انه كان فحشة وساء سبيلا,ولا تقربوا الزني انه كان فحشة وساء سبيلا,ولا تقربوا الزني انه كان فحشة وساء سبيلا
17,33,وَلَا تَقۡتُلُواْ ٱلنَّفۡسَ ٱلَّتِي حَرَّمَ ٱللَّهُ إِلَّا بِٱلۡحَقِّۗ وَمَن قُتِلَ مَظۡلُومٗا فَقَدۡ جَعَلۡنَا لِوَلِيِّهِۦ سُلۡطَٰنٗا فَلَا يُسۡرِف فِّي ٱلۡقَتۡلِۖ إِنَّهُۥ كَانَ مَنصُورٗا,ولا تقتلوا النفس التي حرم الله الا بالحق ومن قتل مظلوما فقد جعلنا لوليه سلطنا فلا يسرف في القتل انه كان منصورا,ولا تقتلوا النفس التي حرم الله الا بالحق ومن قتل مظلوما فقد جعلنا لوليه سلطنا فلا يسرف في القتل انه كان منصورا,ولا تقتلوا النفس التي حرم الله الا بالحق ومن قتل مظلوما فقد جعلنا لوليه سلطنا فلا يسرف في القتل انه كان منصورا
17,34,وَلَا تَقۡرَبُواْ مَالَ ٱلۡيَتِيمِ إِلَّا بِٱلَّتِي هِيَ أَحۡسَنُ حَتَّىٰ يَبۡلُغَ أَشُدَّهُۥۚ وَأَوۡفُواْ بِٱلۡعَهۡدِۖ إِنَّ ٱلۡعَهۡدَ كَانَ مَسۡـُٔولٗا,ولا تقربوا مال اليتيم الا بالتي هي احسن حتي يبلغ اشده واوفوا بالعهد ان العهد كان مسولا,ولا تقربوا مال اليتيم الا بالتي هي احسن حتي يبلغ اشده واوفوا بالعهد ان العهد كان مسولا,ولا تقربوا مال اليتيم الا بالتي هي احسن حتي يبلغ اشده واوفوا بالعهد ان العهد كان مسولا
17,35,وَأَوۡفُواْ ٱلۡكَيۡلَ إِذَا كِلۡتُمۡ وَزِنُواْ بِٱلۡقِسۡطَاسِ ٱلۡمُسۡتَقِيمِۚ ذَٰلِكَ خَيۡرٞ وَأَحۡسَنُ تَأۡوِيلٗا,واوفوا الكيل اذا كلتم وزنوا بالقسطاس المستقيم ذلك خير واحسن تاويلا,واوفوا الكيل اذا كلتم وزنوا بالقسطاس المستقيم ذلك خير واحسن تاويلا,واوفوا الكيل اذا كلتم وزنوا بالقسطاس المستقيم ذلك خير واحسن تاويلا
17,36,وَلَا تَقۡفُ مَا لَيۡسَ لَكَ بِهِۦ عِلۡمٌۚ إِنَّ ٱلسَّمۡعَ وَٱلۡبَصَرَ وَٱلۡفُؤَادَ كُلُّ أُوْلَـٰٓئِكَ كَانَ عَنۡهُ مَسۡـُٔولٗا,ولا تقف ما ليس لك به علم ان السمع والبصر والفواد كل اوليك كان عنه مسولا,ولا تقف ما ليس لك به علم ان السمع والبصر والفواد كل اوليك كان عنه مسولا,ولا تقف ما ليس لك به علم ان السمع والبصر والفواد كل اوليك كان عنه مسولا
17,37,وَلَا تَمۡشِ فِي ٱلۡأَرۡضِ مَرَحًاۖ إِنَّكَ لَن تَخۡرِقَ ٱلۡأَرۡضَ وَلَن تَبۡلُغَ ٱلۡجِبَالَ طُولٗا,ولا تمش في الارض مرحا انك لن تخرق الارض ولن تبلغ الجبال طولا,ولا تمش في الارض مرحا انك لن تخرق الارض ولن تبلغ الجبال طولا,ولا تمش في الارض مرحا انك لن تخرق الارض ولن تبلغ الجبال طولا
17,38,كُلُّ ذَٰلِكَ كَانَ سَيِّئُهُۥ عِندَ رَبِّكَ مَكۡرُوهٗا,كل ذلك كان سييه عند ربك مكروها,كل ذلك كان سييه عند ربك مكروها,كل ذلك كان سييه عند ربك مكروها
17,39,ذَٰلِكَ مِمَّآ أَوۡحَىٰٓ إِلَيۡكَ رَبُّكَ مِنَ ٱلۡحِكۡمَةِۗ وَلَا تَجۡعَلۡ مَعَ ٱللَّهِ إِلَٰهًا ءَاخَرَ فَتُلۡقَىٰ فِي جَهَنَّمَ مَلُومٗا مَّدۡحُورًا,ذلك مما اوحي اليك ربك من الحكمة ولا تجعل مع الله الها ءاخر فتلقي في جهنم ملوما مدحورا,ذلك مما اوحي اليك ربك من الحكمة ولا تجعل مع الله الها ءاخر فتلقي في جهنم ملوما مدحورا,ذلك مما اوحي اليك ربك من الحكمة ولا تجعل مع الله الها ءاخر فتلقي في جهنم ملوما مدحورا
17,40,أَفَأَصۡفَىٰكُمۡ رَبُّكُم بِٱلۡبَنِينَ وَٱتَّخَذَ مِنَ ٱلۡمَلَـٰٓئِكَةِ إِنَٰثًاۚ إِنَّكُمۡ لَتَقُولُونَ قَوۡلًا عَظِيمٗا,افاصفيكم ربكم بالبنين واتخذ من المليكة انثا انكم لتقولون قولا عظيما,افاصفيكم ربكم بالبنين واتخذ من المليكة انثا انكم لتقولون قولا عظيما,افاصفيكم ربكم بالبنين واتخذ من المليكة انثا انكم لتقولون قولا عظيما
17,41,وَلَقَدۡ صَرَّفۡنَا فِي هَٰذَا ٱلۡقُرۡءَانِ لِيَذَّكَّرُواْ وَمَا يَزِيدُهُمۡ إِلَّا نُفُورٗا,ولقد صرفنا في هذا القرءان ليذكروا وما يزيدهم الا نفورا,ولقد صرفنا في هذا القرءان ليذكروا وما يزيدهم الا نفورا,ولقد صرفنا في هذا القرءان ليذكروا وما يزيدهم الا نفورا
17,42,قُل لَّوۡ كَانَ مَعَهُۥٓ ءَالِهَةٞ كَمَا يَقُولُونَ إِذٗا لَّٱبۡتَغَوۡاْ إِلَىٰ ذِي ٱلۡعَرۡشِ سَبِيلٗا,قل لو كان معه ءالهة كما يقولون اذا لابتغوا الي ذي العرش سبيلا,قل لو كان معه ءالهة كما يقولون اذا لابتغوا الي ذي العرش سبيلا,قل لو كان معه ءالهة كما يقولون اذا لابتغوا الي ذي العرش سبيلا
17,43,سُبۡحَٰنَهُۥ وَتَعَٰلَىٰ عَمَّا يَقُولُونَ عُلُوّٗا كَبِيرٗا,سبحنه وتعلي عما يقولون علوا كبيرا,سبحنه وتعلي عما يقولون علوا كبيرا,سبحنه وتعلي عما يقولون علوا كبيرا
17,44,تُسَبِّحُ لَهُ ٱلسَّمَٰوَٰتُ ٱلسَّبۡعُ وَٱلۡأَرۡضُ وَمَن فِيهِنَّۚ وَإِن مِّن شَيۡءٍ إِلَّا يُسَبِّحُ بِحَمۡدِهِۦ وَلَٰكِن لَّا تَفۡقَهُونَ تَسۡبِيحَهُمۡۚ إِنَّهُۥ كَانَ حَلِيمًا غَفُورٗا,تسبح له السموت السبع والارض ومن فيهن وان من شيء الا يسبح بحمده ولكن لا تفقهون تسبيحهم انه كان حليما غفورا,تسبح له السموت السبع والارض ومن فيهن وان من شيء الا يسبح بحمده ولكن لا تفقهون تسبيحهم انه كان حليما غفورا,تسبح له السموت السبع والارض ومن فيهن وان من شيء الا يسبح بحمده ولكن لا تفقهون تسبيحهم انه كان حليما غفورا
17,45,وَإِذَا قَرَأۡتَ ٱلۡقُرۡءَانَ جَعَلۡنَا بَيۡنَكَ وَبَيۡنَ ٱلَّذِينَ لَا يُؤۡمِنُونَ بِٱلۡأٓخِرَةِ حِجَابٗا مَّسۡتُورٗا,واذا قرات القرءان جعلنا بينك وبين الذين لا يومنون بالاخرة حجابا مستورا,واذا قرات القرءان جعلنا بينك وبين الذين لا يومنون بالاخرة حجابا مستورا,واذا قرات القرءان جعلنا بينك وبين الذين لا يومنون بالاخرة حجابا مستورا
17,46,وَجَعَلۡنَا عَلَىٰ قُلُوبِهِمۡ أَكِنَّةً أَن يَفۡقَهُوهُ وَفِيٓ ءَاذَانِهِمۡ وَقۡرٗاۚ وَإِذَا ذَكَرۡتَ رَبَّكَ فِي ٱلۡقُرۡءَانِ وَحۡدَهُۥ وَلَّوۡاْ عَلَىٰٓ أَدۡبَٰرِهِمۡ نُفُورٗا,وجعلنا علي قلوبهم اكنة ان يفقهوه وفي ءاذانهم وقرا واذا ذكرت ربك في القرءان وحده ولوا علي ادبرهم نفورا,وجعلنا علي قلوبهم اكنة ان يفقهوه وفي ءاذانهم وقرا واذا ذكرت ربك في القرءان وحده ولوا علي ادبرهم نفورا,وجعلنا علي قلوبهم اكنة ان يفقهوه وفي ءاذانهم وقرا واذا ذكرت ربك في القرءان وحده ولوا علي ادبرهم نفورا
